id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,input pressure,47,50,27,40,197,ship,baseline,monotonic-signal
g002,state drift,45,69,18,82,277,ship,edge,drag-penalty
g003,review cost,48,11,36,79,174,watch,recovery,confidence-floor
g004,decision risk,53,54,26,67,255,ship,negative,lane-boundary
g005,input pressure,59,8,22,66,244,ship,baseline,monotonic-signal
g006,state drift,109,23,43,27,357,ship,edge,drag-penalty
g007,review cost,94,33,34,55,362,ship,recovery,confidence-floor
g008,decision risk,90,40,10,73,443,ship,negative,lane-boundary
g009,input pressure,47,46,20,44,218,ship,baseline,monotonic-signal
g010,state drift,73,52,6,34,360,ship,edge,drag-penalty
g011,review cost,90,22,21,33,352,ship,recovery,confidence-floor
g012,decision risk,102,45,9,37,463,ship,negative,lane-boundary
g013,input pressure,111,24,43,44,383,ship,baseline,monotonic-signal
g014,state drift,75,16,23,52,299,ship,edge,drag-penalty
g015,review cost,105,14,36,103,429,ship,recovery,confidence-floor
g016,decision risk,79,16,23,47,310,ship,negative,lane-boundary
g017,input pressure,114,19,39,67,425,ship,baseline,monotonic-signal
g018,state drift,47,23,27,81,211,ship,edge,drag-penalty
g019,review cost,105,63,44,50,401,ship,recovery,confidence-floor
g020,decision risk,49,50,12,39,249,ship,negative,lane-boundary
g021,input pressure,69,46,39,81,286,ship,baseline,monotonic-signal
g022,state drift,38,12,33,78,143,watch,edge,drag-penalty
g023,review cost,70,67,32,66,317,ship,recovery,confidence-floor
g024,decision risk,90,62,12,65,451,ship,negative,lane-boundary
g025,input pressure,59,19,45,26,146,watch,baseline,monotonic-signal
g026,state drift,91,43,21,54,398,ship,edge,drag-penalty
g027,review cost,67,58,11,72,365,ship,recovery,confidence-floor
g028,decision risk,102,33,7,43,463,ship,negative,lane-boundary
g029,input pressure,35,23,28,33,112,hold,baseline,monotonic-signal
g030,state drift,49,55,19,32,226,ship,edge,drag-penalty
g031,review cost,60,74,37,36,239,ship,recovery,confidence-floor
g032,decision risk,88,16,5,43,396,ship,negative,lane-boundary
g033,input pressure,86,59,33,51,355,ship,baseline,monotonic-signal
g034,state drift,89,13,6,102,453,ship,edge,drag-penalty
g035,review cost,94,28,36,46,342,ship,recovery,confidence-floor
g036,decision risk,100,38,28,66,420,ship,negative,lane-boundary
g037,input pressure,62,45,8,80,349,ship,baseline,monotonic-signal
g038,state drift,47,51,21,49,225,ship,edge,drag-penalty
g039,review cost,43,57,8,38,243,ship,recovery,confidence-floor
g040,decision risk,88,27,24,80,387,ship,negative,lane-boundary
g041,input pressure,114,50,12,77,547,ship,baseline,monotonic-signal
g042,state drift,43,29,29,65,179,ship,edge,drag-penalty
g043,review cost,55,21,39,64,188,ship,recovery,confidence-floor
g044,decision risk,64,19,24,25,228,ship,negative,lane-boundary
g045,input pressure,116,21,18,53,484,ship,baseline,monotonic-signal
g046,state drift,58,24,17,71,276,ship,edge,drag-penalty
g047,review cost,32,28,39,42,81,hold,recovery,confidence-floor
g048,decision risk,67,68,30,32,278,ship,negative,lane-boundary
g049,input pressure,88,55,6,31,420,ship,baseline,monotonic-signal
g050,state drift,58,51,38,35,204,ship,edge,drag-penalty
g051,review cost,90,17,34,42,317,ship,recovery,confidence-floor
g052,decision risk,110,72,13,50,523,ship,negative,lane-boundary
g053,input pressure,79,67,4,101,472,ship,baseline,monotonic-signal
g054,state drift,111,24,22,45,447,ship,edge,drag-penalty
g055,review cost,43,48,32,65,189,ship,recovery,confidence-floor
g056,decision risk,100,63,18,79,488,ship,negative,lane-boundary
g057,input pressure,44,38,33,48,163,watch,baseline,monotonic-signal
g058,state drift,108,28,21,37,434,ship,edge,drag-penalty
g059,review cost,55,60,13,79,320,ship,recovery,confidence-floor
g060,decision risk,76,9,35,76,284,ship,negative,lane-boundary
g061,input pressure,90,21,6,64,427,ship,baseline,monotonic-signal
g062,state drift,101,64,35,63,426,ship,edge,drag-penalty
g063,review cost,41,18,9,24,179,ship,recovery,confidence-floor
g064,decision risk,39,33,39,52,124,watch,negative,lane-boundary
g065,input pressure,42,43,14,70,239,ship,baseline,monotonic-signal
g066,state drift,47,50,24,41,207,ship,edge,drag-penalty
g067,review cost,53,56,9,31,272,ship,recovery,confidence-floor
g068,decision risk,103,62,45,30,369,ship,negative,lane-boundary
g069,input pressure,88,32,44,34,286,ship,baseline,monotonic-signal
g070,state drift,84,55,24,41,360,ship,edge,drag-penalty
g071,review cost,41,34,15,49,202,ship,recovery,confidence-floor
g072,decision risk,67,26,33,100,295,ship,negative,lane-boundary
g073,input pressure,84,24,23,44,335,ship,baseline,monotonic-signal
g074,state drift,96,26,19,64,417,ship,edge,drag-penalty
g075,review cost,105,29,40,78,407,ship,recovery,confidence-floor
g076,decision risk,69,33,31,47,263,ship,negative,lane-boundary
g077,input pressure,99,73,7,36,484,ship,baseline,monotonic-signal
g078,state drift,73,60,17,78,379,ship,edge,drag-penalty
g079,review cost,108,56,45,75,428,ship,recovery,confidence-floor
g080,decision risk,41,22,18,63,195,ship,negative,lane-boundary
g081,input pressure,99,77,6,62,517,ship,baseline,monotonic-signal
g082,state drift,43,72,40,23,147,watch,edge,drag-penalty
g083,review cost,63,29,20,51,272,ship,recovery,confidence-floor
g084,decision risk,32,53,33,69,151,watch,negative,lane-boundary
g085,input pressure,64,68,20,40,304,ship,baseline,monotonic-signal
g086,state drift,84,43,36,30,301,ship,edge,drag-penalty
g087,review cost,53,33,24,29,202,ship,recovery,confidence-floor
g088,decision risk,85,65,41,33,315,ship,negative,lane-boundary
g089,input pressure,61,14,9,40,271,ship,baseline,monotonic-signal
g090,state drift,96,26,36,48,350,ship,edge,drag-penalty
g091,review cost,117,69,30,99,546,ship,recovery,confidence-floor
g092,decision risk,43,23,29,43,151,watch,negative,lane-boundary
g093,input pressure,54,38,9,63,290,ship,baseline,monotonic-signal
g094,state drift,82,48,42,77,327,ship,edge,drag-penalty
g095,review cost,80,55,18,46,367,ship,recovery,confidence-floor
g096,decision risk,83,61,8,35,404,ship,negative,lane-boundary
